0 - moving, 1 - wallBounce, 2 - playerHit, 3 - enemyHit, 4 - playerFail, 5 - enemyFail
time, controltype, error, buttonState, angle, control, target, playerPosY, enemyPosY, events, playerScore, enemyScore
01-11-2024 14:22:16, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:16, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:16, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:16, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:16, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:16, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:16, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:16, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:16, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:16, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:16, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:16, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:16, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:16, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:16, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:16, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:16, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:17, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:18, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 3.769426, 0.00, 0.00, 0.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
01-11-2024 14:22:19, NONE, 0, 1, -0.197753906, 0, 999, 4.4, 0, 4.00, 0.00, 1.00
